kalimat;kategori
"Tambang emas di Kabupaten Kepulauan Sangihe, Sulawesi Utara kembali menjadi buah bibir oleh banyak pihak. Isu ini kembali mencuat setelah Wakil Bupati Sangihe Helmud Hontong meninggal dunia saat perjalanan pulang dari Bali menuju Manado lewat Makassar pada penerbangan Lion Air, Rabu (9/6) lalu. Helmud dikenal sebagai sosok yang menolak tambang emas di wilayah Sangihe, Sulawesi Utara. Sebelum meninggal, ia diketahui membuat surat permohonan pembatalan izin operasi pertambangan emas di Sangihe kepada Kementerian ESDM. Pasalnya, Iia tak ingin limbah dari pertambangan tersebut merusak kesehatan masyarakat Sangihe. Lantas, siapa pihak di balik tambang emas di Sangihe tersebut? Tambang emas Sangihe yang sedang menjadi pro dan kontra dikelola oleh PT Tambang Mas Sangihe (TMS). Pada April 2021 lalu, Direktur Mineral Kementerian ESDM Sugeng Mujianto mengatakan TMS menaikkan tahap kegiatan eksplorasi menjadi tahap operasi produksi pada Januari 2021. Kegiatan produksi dilakukan setelah Kementerian ESDM mengeluarkan surat perizinan. Surat tersebut tertuang dalam Keputusan Menteri ESDM nomor 163.K/MB.04/DJB/2021. Sugeng saat itu menjelaskan izin yang dikeluarkan Kementerian ESDM melalui proses yang panjang. TMS sendiri merupakan pemegang kontrak karya (KK) generasi VI dengan pemerintah Republik Indonesia (RI) pada 1997 silam. Lalu, KK milik TMS sudah diamandemen pada 23 Desember 2015. Sementara, Sugeng menyatakan TMS memiliki rekomendasi dari bupati terkait kesesuaian tata ruang yang diterbitkan pada 16 September 2019 lalu. Satu bulan setelahnya atau Oktober 2019, Kementerian ESDM mengeluarkan surat persetujuan tekno-ekonomi atas dokumen studi kelayakan lewat Ditjen Minerba. Selanjutnya, Gubernur Sulawesi Utara menerbitkan persetujuan keputusan kelayakan lingkungan pada September 2020. Lalu, keputusan Menteri ESDM agar TSM bisa menaikkan tahap kegiatannya dari eksplorasi menjadi produksi. Sebelumnya, sebanyak 12.235 orang menandatangani petisi daring menuntut penolakan izin usaha pertambangan (IUP) TMS di Sangihe. Mereka meminta Menteri ESDM Arifin Tasrif mencabut izin perusahaan dan membatalkan izin lingkungan di lokasi tersebut. ""Kami mendesak kepada Bapak Presiden Joko Widodo agar memerintahkan Menteri Energi dan Sumber Daya Mineral untuk mencabut Izin Usaha Pertambangan, membatalkan izin lingkungan oleh Dinas PTSP Provinsi Sulawesi Utara, dan membiarkan pulau kami tetap seperti saat ini,"" tulis petisi itu dikutip dari situs Change.org, dikutip Jumat (11/6). TMS disebut mengantongi IUP dari Kementerian ESDM sebesar 42 ribu hektare (ha) di pulau yang luasnya mencapai 736 km2. Dalam petisi itu disebutkan berarti izin tambang akan menutupi setengah dari luas Kepulauan Sangihe. Koalisi masyarakat yang menamakan diri Save Sangihe Island (SSI) mengatakan warga di Pulau Sangihe mayoritas mencari nafkah sebagai nelayan maupun berkebun umbi-umbian, kelapa, pala cengkeh dan sagu. Jika ada aktivitas tambang, mereka khawatir kegiatan pertanian akan terganggu. Selain itu, warga juga khawatir limbah dari aktivitas tambang tersebut akan merusak perairan di sekitar pulau. Sementara, hutan dan laut di Sangihe jadi penopang hidup masyarakat sekitar. CNNIndonesia.com mencoba menelusuri siapa pemilik dari TMS dengan mencari laman resmi perusahaan. Namun, redaksi belum menemukan laman resmi TMS via Google.";3
"Asosiasi Petani Tebu Rakyat Indonesia (APTRI) menolak  rencana pemerintah mengenakan pajak pertambahan nilai (PPN) pada bahan pokok (sembako), seperti tertuang dalam revisi Undang-undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP). Sekjen Dewan Pimpinan Nasional (DPN) APTRI M Nur Khabsyin meminta agar kebijakan itu dikaji ulang karena merugikan petani. ""Saya kira perlu dikaji ulang. Apalagi, saat ini masa pandemi dan situasi ekonomi sedang sulit. Ini akan berimbas ke seluruh Indonesia dan membuat gaduh masyarakat, terutama masyarakat petani,"" ujarnya seperti dikutip dari keterangan resmi yang diterima CNNIndonesia.com, Jumat (11/6). Dalam draf beleid tersebut, komoditas gula konsumsi menjadi salah satu barang kebutuhan pokok yang dihapus dalam kelompok jenis barang yang tidak dikenai PPN. Artinya, gula konsumsi bakal dikenakan PPN. Dia menyebut sebetulnya pada 2017 lalu gula konsumsi sudah dikenakan PPN, akan tetapi PPN kemudian dihapuskan karena petani tebu melalui unjuk rasa di ibu kota. ""Saat itu petani beralasan bahwa gula termasuk bahan pokok kenapa kena PPN, sedangkan beras bebas dari PPN,"" imbuhnya. Pengenaan PPN, kata Khabsyin, akan merugikan petani tebu dalam negeri karena gula konsumsi pada ujungnya akan menjadi beban petani sebagai produsen. ""Pedagang akan membeli gula tani dengan memperhitungkan beban PPN yang harus dibayarkan. Ini tentu akan berdampak pada harga jual gula tani,"" beber dia. Khabsyin mencontohkan saat ini harga jual gula ditingkat petani hanya laku Rp10.500/kg, bila dikenakan PPN 12 persen, maka yang diterima petani tinggal Rp9.240/kg. Harga tersebut, menurut dia, jauh di bawah biaya pokok produksi sebesar Rp11.500/kg. Pada 2020 saja gula tani hanya laku seharga Rp11.200/kg tanpa ada PPN. Lebih jauh, ia menilai salah satu dasar dari pengenaan PPN sembako adalah karena pemerintah menilai saat ini harga pangan naik 50 persen, sehingga terjadi kenaikan nilai tukar petani (NTP). ""Ini jelas pernyataan yang ngawur. Justru sekarang ini harga pangan turun, contohnya harga gula konsumsi turun dibanding tahun lalu karena impor kebanyakan dan daya beli menurun. Kalau terpaksa narik PPN ya gula milik perusahaan/pabrik gula karena mereka sebagai pengusaha kena pajak (PKP), jangan gula milik petani,"" tegasnya. Dia mengatakan selama ini petani tebu sudah dihadapkan pada beragam kebijakan yang memberatkan, seperti pengurangan subsidi pupuk, rendahnya HPP gula, hingga maraknya gula impor yang beredar di pasaran. PPN gula untuk petani, kata dia, seperti jatuh tertimpa tangga. Bila PPN dipaksakan, ia menyebut petani siap demo ke DKI Jakarta. ""Seharusnya para petani diberi stimulus karena sudah bersusah payah menyediakan pangan nasional, bukan malah dibebani PPN,"" tutupnya.";3
"Menteri Keuangan Sri Mulyani mengungkapkan dunia menghadapi ancaman yang serupa dengan pandemi covid-19 dalam kurun waktu kurang dari satu dekade, yakni dari perubahan iklim (climate change). ""Dalam horizon yang sangat dekat, saat ini dunia dihadapkan pada ancaman yang sama katastropiknya, dampaknya, konsekuensinya yaitu climate change,"" ujarnya dalam webinar 'Climate Challenge: Preparing for Indonesia's Green and Sustainable Future', Jumat (11/6). Berdasarkan studi yang disepakati secara internasional, suhu bumi saat ini lebih hangat 1,1 derajat celcius dibandingkan kondisi pra industrialisasi. Oleh sebab itu, PBB menggagas persetujuan Paris (Paris Agreement) yang berisi upaya pengendalian iklim. Tindak lanjut Paris Agreement oleh setiap negara dituangkan dalam dokumen Nationally Determined Contributions (NDCs). Tapi, Ani, sapaan akrabnya, menyebut meski semua negara mengimplementasikan NDC, dunia tetap tidak bisa terhindar dari kenaikan suhu. Berdasarkan studi, dengan implementasi NDCs, suhu di dunia tetap akan mencapai 3,2 derajat celcius di 2030 mendatang. Padahal, suhu maksimal yang bisa ditahan atau bisa dilalui oleh bumi ini, yaitu 1,5 hingga 2 derajat celcius. ""Kita dihadapkan less than one decade (kurang dari 10 tahun) pada catasthropic challenge, yaitu climate change, suhu yang meningkat di atas apa yang disebut durable level yang bisa ditahan atau dipikul oleh bumi ini, yaitu 1,5-2 derajat centigrade (celcius),"" imbuhnya. Menurutnya, dampak perubahan iklim akan dirasakan oleh semua negara. Di Indonesia, lanjutnya, konsekuensinya lebih besar lantaran merupakan negara kepulauan. Ani, sapaan akrabnya mengatakan kenaikan suhu bumi akan meningkatkan permukaan air laut karena pencairan es di kutub utara dan selatan. Selain itu, Indonesia bisa mengalami tingkat curah hujan semakin tinggi sehingga menjadi ancaman bencana alam di sejumlah daerah. ""Artinya, untuk Indonesia sebagai negara kepulauan dampaknya akan sangat konsekuensial,"" tuturnya. Dalam kesempatan itu, Ani menuturkan Indonesia memiliki komitmen untuk menurunkan emisi karbon sebesar 29 persen hingga 2030 dengan kemampuan pendanaan mandiri. Namun, melalui bantuan internasional, target penurunan emisi karbon menjadi 41 persen di 2030. Ia mengatakan kebutuhan pendanaan untuk mengurangi perubahan iklim sangat besar. Estimasi kebutuhan pendanaan untuk mencapai target NDCs mengacu pada Second Biennial Update Reports (BUR 2), yakni sebesar US$247,2 miliar, atau setara Rp3.461 triliun hingga 2030. ""Ini artinya setiap tahun, harus paling tidak ada resources sebesar Rp266,2 triliun. Angka yang luar biasa besar bahkan lebih besar dari program pemulihan ekonomi nasional kita yang untuk kesehatan saja Rp172 triliun,"" katanya. Untuk itu, lanjutnya, pemerintah mengalokasikan dana dari APBN untuk kebutuhan program antisipasi perubahan iklim sebesar Rp86,7 triliun per tahun atau sekitar 4,1 persen dari APBN. ""Ini tidak selalu harus menggunakan APBN. Climate change harus dilakukan secara gotong royong bersama semua pihak pemerintah, swasta, bahkan para filantropis, dan masyarakat,"" jelasnya. Dalam kesempatan yang sama, Kepala Badan Kebijakan Fiskal (BKF) Kementerian Keuangan Febrio Kacaribu menuturkan kebutuhan pendanaan tersebut meningkat setelah ditetapkan peta jalan NDCs. Angkanya bertambah mencapai setara Rp3.779 triliun hingga 2030. Itu berarti, dibutuhkan rata-rata pendanaan setiap tahun sebesar Rp343,7 triliun. ""Dengan peta jalan NDC, kebutuhan pendanaan menjadi relatif lebih tinggi yakni Rp3.997 triliun,"" tandasnya.";3
"Pemerintah berencana memungut pajak pertambahan nilai (PPN) untuk jasa pendidikan atau sekolah.  Hal ini tertuang dalam revisi Undang-undang (UU) Nomor 6 tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan (KUP). Dalam aturan tersebut, jasa pendidikan dihapus dari daftar jasa yang tak terkena PPN. Artinya, jasa pendidikan berpotensi dikenakan PPN jika revisi KUP disahkan. Saat ini, jasa pendidikan tidak dikenai PPN sesuai Peraturan Menteri Keuangan (PMK) Nomor 223/PMK.011/2014 tentang Kriteria Jasa Pendidikan yang Tidak Dikenai PPN. Dalam Pasal 2 disebutkan kelompok jasa pendidikan yang tidak dikenai PPN adalah jasa penyelenggaraan pendidikan sekolah, seperti jasa penyelenggaraan pendidikan umum, pendidikan kejuruan, pendidikan luar biasa, pendidikan kedinasan, pendidikan keagamaan, pendidikan akademik, dan pendidikan profesional. Lantas bagaimana negara lain mengatur PPN untuk layanan belajar mengajarnya? Berikut ulasannya. 1. Malaysia Melansir berbagai sumber, dalam sistem perpajakan Malaysia, dikenal PPN atau goods and services tax (GST) sebesar 6 persen. Namun pajak dikecualikan untuk beberapa sektor, salah satunya pendidikan. Seperti beberapa sektor krusial lainnya, jasa pendidikan dari TK hingga perguruan tinggi baik itu swasta atau milik pemerintah dibebaskan dari GST. Namun, penyedia jasa pendidikan harus mendaftarkan diri kepada Kementerian Pendidikan Malaysia untuk mendapatkan pembebasan GST tersebut. Tak hanya biaya sekolah, makanan dan minuman yang disediakan di kantin sekolah yang terdaftar juga dibebaskan GST. Penunjang pendidikan lain yang digratiskan pajak juga meliputi transportasi pelajar, biaya aktivitas belajar mengajar di luar kelas, material atau buku pelajaran, biaya ujian, hingga biaya pemeliharaan yang masuk dalam akomodasi pelajar. 2. Singapura Seperti Indonesia, Singapura juga berencana menaikkan tarif PPN/GST dari semula 7 persen menjadi 9 persen. Kenaikan tersebut dilakukan karena belanja pemerintah Singapura mengalami kenaikan, terutama untuk kesehatan, infrastruktur, dan keamanan. Mengutip The Straits Times, Singapura merupakan salah satu negara yang kompetitif dalam urusan penarikan pajak. Di kawasan Asia Tenggara, GST Singapura hanya di atas Thailand dan Myanmar. Mengutip laman resmi Inland Revenue Authority of Singapore, GST 0 persen diberikan untuk jasa internasional atau jasa yang dipasarkan di luar Singapura. Dalam daftar international services GST Act, jasa pendidikan yang dipasarkan di luar Singapura dinyatakan GST 0 persen. Singapura juga memberikan pengecualian GST untuk sektor tertentu, namun pendidikan tidak masuk dalam dalam daftar tersebut. Adapun aktivitas yang dikecualikan adalah aktivitas jasa keuangan, pembayaran digital, transaksi properti, hingga investasi di logam murni. 3. VietnamMelansir berbagai sumber, biaya pendidikan merupakan satu dari 26 kategori PPN dikecualikan di Vietnam. Tetangga yang satu ini termasuk salah satu negara di dunia yang menerapkan PPN rendah, 5 persen-10 persen.Kategori lainnya yang dikecualikan dari pajak adalah produk pertanian, garam, pakan ternak, asuransi jiwa, kesehatan, telekomunikasi, transportasi umum, dan lainnya. Di luar itu, pemerintah Vietnam memberikan diskon pajak 50 persen atau 5 persen untuk barang dan jasa mendasar seperti air bersih, makanan segar, jasa teknologi dan ilmiah, penunjang edukasi, dan lainnya. 4. Thailand Pemerintah Thailand memberlakukan PPN flat 7 persen untuk berbagai produk dan jasa lintas sektor. Namun, PPN dihapus untuk sektor tertentu yang memberikan manfaat besar seperti pendidikan. PPN gratis diberikan baik untuk sekolah negeri maupun swasta. Selain itu, Negeri Gajah Putih juga mengecualikan PPN untuk jasa audit, kesehatan, hingga transportasi domestik. Produk-produk dasar juga ikut dikecualikan dari PPN, seperti buku, koran, pakan ternak, hingga jasa penyewaan untuk properti tidak bergerak.

";3
"Presiden Joko Widodo (Jokowi) berharap Jalan Tol Semarang-Demak dapat mengurangi kemacetan lalu lintas di kawasan Kaligawe dan Bandara Ahmad Yani. Menurutnya, kemacetan itu sudah terjadi selama berpuluh-puluh tahun. ""Jalan tol ini diharapkan mengurangi kemacetan lalu lintas signifikan di Kaligawe dan Bandara Ahmad Yani yang berpuluh-puluh tahun, baik kendaraan besar juga di jalur ini,"" ungkap Jokowi ketika meninjau Tol Semarang-Demak, Jumat (11/6). Selain itu, Jokowi juga berharap Tol Semarang-Demak seksi 1 bisa berfungsi untuk mengendalikan banjir rob. Hal ini karena ada fungsi kolam dan tanggul laut. ""Dan pengembangan yang terendam jadi kering, yang terendam semuanya kering dan bisa digunakan baik untuk kawasan industri dan pendukungnya, pusat-pusat ekonomi baru,"" jelas Jokowi. Ia berharap proyek Tol Semarang-Demak bisa rampung secepatnya. Hal ini agar ekonomi di Jawa Tengah bisa terdongkrak dengan kehadiran Tol Semarang-Demak. Jokowi mengatakan Tol Semarang-Demak terdiri dari dua seksi. Seksi pertama menghubungkan Kaligawe-Sayung sepanjang 10,39 km. Seksi kedua menghubungkan Sayung-Demak sepanjang 16,31 km. Dengan demikian, Tol Semarang-Demak akan membentang 26,7 km. ""Seksi satu (dananya) dukungan dari pemerintah, seksi dua skema KPBU,"" pungkas Jokowi.";3
"Bank Indonesia (BI) mencatat aliran modal asing beli bersih (net buy) sebesar Rp10,54 triliun. Hal ini berdasarkan data transaksi 7 April-10 Juni 2021. Direktur Eksekutif sekaligus Kepala Departemen Komunikasi BI Erwin Haryono aliran modal asing juga tercatat net buy di pasar surat berharga negara (SBN) sebesar Rp10,49 triliun. Lalu, asing tercatat beli bersih (net buy) sebesar Rp50 miliar di pasar saham. Sementara, aliran modal asing tercatat net buy sebesar Rp14,65 triliun dari awal tahun hingga 10 Juni 2021. ""Berdasarkan data setelmen selama 2021 (ytd), nonresiden beli neto Rp14,65 triliun,"" ucap Erwin dalam keterangan resmi, dikutip Jumat (11/6). Hal ini membuat tingkat premi risiko Credit Default Swaps (CDS) Indonesia lima tahun turun ke level dari 73,52 basis poin (bps) menjadi 75,21 bps. Sementara, tingkat imbal hasil (yield) SBN bertenor 10 tahun turun ke level 6,32 persen. Lalu, yield surat utang AS US Treasury 10 tahun turun ke level 1,43 persen. Sebagai informasi, BI mencatat aliran modal asing pada 31 Mei-3 Juni 2021 sebesar Rp14,68 triliun. Investasi asing ini masuk lewat SBN dan saham. Jika dilihat, mayoritas investor masuk lewat SBN, yakni sebesar Rp12,27 triliun. Sisanya, investasi yang masuk lewat saham sebesar Rp2,41 triliun.";3
"PT Bank Syariah Indonesia Tbk atau BSI membidik potensi bisnis transfer uang atau remitansi para Tenaga Kerja Indonesia (TKI) di luar negeri yang selama ini menggunakan jasa agen internasional. Wakil Direktur Utama II BSI Abdullah Firman Wibowo menyebut potensi bisnis remitansi TKI sangat besar. Dia melihat dari jumlah TKI yang mencapai 8 juta orang di luar negeri. Menggarap bisnis remitansi, lanjutnya, juga sejalan dengan keinginan BSI untuk meningkatkan pendapatan dari transaksi (fee based income). Target tersebut juga didukung oleh rencana BSI untuk membuka cabang di luar negeri pada waktu dekat. ""Saya inginnya para pekerja di luar negeri kirim uang Insyallah bisa kami layani,"" katanya pada konferensi pers daring, Jumat (11/6). Tak hanya remitansi, Abdullah menyebut pihaknya juga ingin membidik pendapatan dari mengelola uang TKI, seperti pengelolaan tabungan haji dan umrah, menabung, dan perencanaan keuangan lainnya. Namun, untuk dapat meraup bisnis tersebut, ia menilai yang harus dilakukan terlebih dahulu adalah meningkatkan literasi masyarakat soal keuangan syariah yang saat ini masih di angka 8 persen. Mengutip data Otoritas Jasa Keuangan (OJK), indeks literasi keuangan syariah hanya 8,93 persen, jauh lebih rendah dari indeks literasi keuangan nasional, yakni 38,03 persen. Sementara indeks inklusi keuangan syariah baru mencapai 9,1 persen, jauh tertinggal dari indeks inklusi keuangan nasional sebesar 76,19 prsen. Oleh karena itu, Abdullah menyebut bahwa pihaknya akan getol melakukan edukasi dan literasi keuangan syariah baik ke universitas maupun masyarakat umum.";3
"Kementerian Ketenagakerjaan terus mengembangkan dan memperkuat Balai Latihan Kerja (BLK) Komunitas sebagai salah satu jawaban tantangan ketenagakerjaan saat ini. Tantangan ketenagakerjaan dimaksud adalah bonus demografi, revolusi industri 4.0, dan dampak pandemi. BLK Komunitas juga diharapkan menjadi salah satu solusi dalam mengurangi jumlah pengangguran di Indonesia. Hal ini disampaikan Staf Khusus Menteri Ketenagakerjaan (Stafsus Menaker), Caswiyono Rusydie Cakrawangsa, dalam Workshop Peta Jalan Kemandirian BLK Komunitas, yang berlangsung selama tiga hari (7 s.d 9 Juni 2019) di Tasikmalaya, Jawa Barat. Dia mengatakan, rangkaian perhelatan Rembuk Nasional Vokasi dan Kewirausahaan, serta Peresmian BLK Komunitas 2020 di Pondok Pesantren Cipasung kemarin, telah menoreh makna penting. ""Di samping menjadi penanda dimulainya operasional 1.014 BLK Komunitas yang dbangun tahun 2020, juga meneguhkan upaya penting untuk memastikan semua BLK Komunitas yang jumlahnya kini mencapai 2.127, menjadi lembaga pelatihan yang mandiri dan profesional,"" papar Caswiyono melalui Siaran Pers Biro Humas, Kamis (10/6). Kemandirian BLK Komunitas tersebut, menurut Caswiyono, ditandai dengan terbentuknya secara resmi Forum Komunikasi Nasional BLK Komunitas, terjalinnya kemitraan strategis dengan berbagai stakeholders, adanya peta jalan kemandirian BLK Komunitas, serta ditetapkannya 25 BLK Komunitas terbaik menjadi inkubator kewirausahaan. ""Ini semua merupakan ikhtiar nyata Bu Menaker Ida Fauziyah dalam mempercepat pembangunan sumberdaya manusia dan pemulihan ekonomi nasional,"" katanya. Penetapan 25 BLK Komunitas sebagai inkubator usaha adalah hasil seleksi dari 40 BLK Komunitas unggulan yang dibangun pada periode pembangunan 2017, serta mengikuti workshop bertajuk Peta Jalan Kemandirian BLK Komunitas, di Tasikmalaya. Menurut Caswiyono, Pengembangan BLK Komunitas membutuhkan kolaborasi dan sinergi dari berbagai pihak. BLK Komunitas juga diproyeksikan untuk menjadi pemeran utama dalam ekosistem pelayanan ketenagakerjaan di Indonesia. ""BLK Komunitas harus jadi pemeran utama dalam link and match antara dunia pendidikan dan pelatihan dengan dunia kerja dan usaha. Karenanya, BLK Komunitas juga harus menjadi inkubator wirausaha, dan berperan menyiapkan kompetensi calon pekerja, termasuk pekerja migran Indonesia (PMI), terutama di kantong PMI,"" tambahnya. BLK Komunitas juga akan ditransformasikan sebagai wadah pengembangan talenta muda Indonesia, selaras dengan upaya peningkatan sumber daya manusia yang saat ini terus dilakukan. Dalam upaya transformasi BLK Komunitas tersebut, Kemnaker juga mengupayakan perluasan kerjasama dan kemitraan dengan berbagai stakeholder dan perusahaan. Tujuannya, agar BLK Komunitas semakin mandiri, mampu meningkatkan kualitas pelatihan, serta menempatkan alumni pelatihannya sebagai pekerja terampil, maupun sebagai wirausahawan. Tahun ini kerja sama Kemenaker juga akan diperluas, salah satunya lewat penandatanganan MoU. ""Kemenaker mengembangkan kemitraan dengan berbagai pihak, di antaranya adalah Masyarakat Ekonomi Syariah, PT Telkom, Martha Tilaar, Perhimpunan Paricara Usada Indonesia, PT Panasonic, Bank Syariah Indonesia, Himpunan Kawasan Industri, Perhimpunan Hotel dan Restoran Indonesia, PT Pegadaian, dan PT Polytron,"" ungkapnya. Sementara salah satu BLK Komunitas unggulan yang hadir, yakni BLK Komunitas Pondok Pesantren Giri Kusumo yang fokus pada satu program pelatihan Teknik Sepeda Motor (TSM) di Kabupaten Demak. BLK Komunitas ini telah menunjukkan kemandiriannya dengan melahirkan lulusan yang ditampung oleh PT Astra dan Honda, serta wirausahawan yang membuka bengkel di kampung asalnya masing-masing. ""Alhamdulillah dan terima kasih kepada Kemnaker. Berdirinya BLK Komunitas memberi banyak manfaat dalam membekali santri-santri dan masyarakat sekitar lingkungan pesantren keterampilan otomotif,"" ungkap Muhammad Hanif Maimun, Kepala BLK Komunitas Ponpes Giri Kusumo. ""BLK Komunitas Giri Kusumo telah lakukan MoU-Mou dengan banyak perusahaan otomotif dan bengkel diantaranya Bengkel Astra dan Honda. Kerjasamanya dalam bentuk magang setelahnya mereka direkrut sebagai karyawan,"" tambahnya. BLK Komunitas Giri Kusumo, merupakan satu dari sekian Lembaga atau Yayasan yang menerima manfaat program pembangunan BLK Komunitas Kementerian Ketenagakerjaan. Sejak berdiri di tahun 2017, BLK Komunitas Ponpes Giri Kusumo sudah banyak meluluskan tenaga terampil dan berkompeten. Di tahun pertama berdiri telah melatih dan berikan sertifikat keahlian sebanyak 80 orang. Di tahun-tahun berikutnya BLK Komunitas Giri Kusumo meluluskan 32 peserta, setiap tahunnya, total 176 alumni di tahun 2020. Kemampuan dan keahlian dimiliki para alumni pun diminati dunia industri dan usaha. Kini BLK Komunitas Ponpes Giri Kusumo telah menjalin kerjasama dengan PT Astra dan Honda.";3
"Nasabah Minna Padi Aset Manajemen (MPAM) menuntut dewan direksi dan komisaris perusahaan untuk bertanggung jawab secara pribadi atas kerugian yang dialami. Pasalnya, Yanti, perwakilan nasabah MPAM, menilai pembubaran atau likuidasi enam reksadana Minna Padi melanggar ketentuan perundang-undangan. Adapun pembubaran didasari oleh surat perintah Otoritas Jasa Keuangan (OJK) kepada MPAM dengan nomor surat S-1422/PM.21/2019 tertanggal 21 November 2019. Yanti menyebut dewan komisaris MPAM wajib bertanggung jawab secara pribadi karena kelalaian dalam menjalankan tugas pengawasan terhadap perusahaan. Tanggung jawab diatur dalam Undang-undang (UU) No. 40 tahun 2007 tentang Perseroan Terbatas dan POJK Nomor 10 /POJK.04/2018 tentang Penerapan Tata Kelola Manajemen Investasi. ""Direksi bertanggung jawab secara pribadi atas kerugian manajer investasi apabila yang bersangkutan bersalah atau lalai menjalankan tugasnya, sebagaimana yang diatur dalam UU No. 40 tahun 2007 dan POJK Nomor 10 /POJK.04/2018,"" kata nasabah seperti dikutip dari rilis, Jumat (11/6). Tak hanya menuntut perorangan, Yanti menyebut para nasabah juga ingin perusahaan bertanggungjawab dengan melakukan pembayaran kepada nasabah dimulai dengan menggunakan nilai aktiva bersih pembubaran tersebut. Hal tersebut, kata dia, sebagai dasar perhitungan sebagaimana yang tercantum dalam POJK No. 23 /POJK.04/2016 tentang Reksadana Berbentuk Kontrak Investasi Kolektif. Hampir dua tahun sejak pembubaran, nasabah berharap OJK dapat bertindak tegas dengan memerintahkan MPAM untuk tunduk dan patuh pada ketentuan perundang-undangan dan segera membayar hak nasabah MPAM. ""Selain itu, nasabah juga berharap OJK benar-benar bertindak tegas sebagai regulator, memonitor, dan menjalankan fungsi perlindungan konsumen sebagaimana yang diatur dalam ketentuan perundang-undangan dan pidato Presiden (Jokowi) pada 15 Januari 2021,"" bebernya. Selain itu, Yanti juga menyampaikan harapannya agar anggota Komisi IX DPR RI mengawal kasus ini hingga tuntas. Seperti diketahui, kasus gagal bayar MPAM telah bergulir sejak 2019 lalu. Hingga saat ini para nasabah belum mendapat kepastian pembayaran setelah OJK mengeluarkan surat pembubaran enam reksadana MPAM. CNNIndonesia.com telah menghubungi Direktur Utama MPAM Djajadi lewat pesan singkat dan sambungan telepon. Namun, hingga berita diturunkan yang bersangkutan belum merespons.";3
Timnas Belgia akan menghadapi timnas Rusia di Grup B Euro 2020 (Euro 2021). Berikut jadwal pertandingan Belgia vs Rusia. Pertandingan kedua Grup B ini akan berlangsung di Stadion Saint Petersburg, Rusia pada Minggu (13/6) dini hari pukul 02.00 WIB. Rusia punya rapor impresif saat tampil di kandang. Dalam lima laga terakhir yang berlangsung di Rusia, tim asuhan Stanislav Cherchesov ini hanya sekali kalah. Kekalahan tersebut terjadi saat menghadapi Swedia, dengan skor 1-2, pada 8 Oktober 2020. Namun rapor Rusia dalam lima laga pembuka Piala Eropa tak mengesankan. Tim berjulukan Sbornaya ini menelan tiga kekalahan, sekali imbang dan sekali menang. Sebaliknya, Belgia merupakan salah satu calon juara. Selain menempati peringkat 1 FIFA, The Red Devils hanya sekali kalah yakni dari Inggris dari 23 pertandingan selama 2019-2021. Belgia pun tak pernah kalah dari Rusia. Dari tujuh pertemuan, Belgia meraih lima kemenangan dan sisanya imbang. Dalam pertemuan terakhir di babak kualifikasi Euro 2020 pada 2019, Rusia dua kali dibantai oleh Belgia. Skuad Belgia pun jauh lebih mentereng. Saat ini sebagian besar pemain Belgia tampil di lima kompetisi besar Eropa. Pencapaian terbaik Belgia adalah menjadi runner-up pada 1980. Tahun ini Belgia percaya diri bisa jadi jawara.;4
Hadir di Piala Eropa Euro 2020 (Euro 2021) tanpa pemain Real Madrid, timnas Spanyol punya daftar pemain dengan lini serang yang impresif. Luis Enrique memanggil tiga penyerang yang tajam di klub masing-masing musim lalu: Alvaro Morata (Juventus), Gerard Moreno (Villarreal), dan Mikel Oyarzabal (Real Sociedad). Selain itu Spanyol juga punya Pedri. Lini tengah Spanyol diisi gelandang kreatif dan cepat. Thiago Alcantara, Rodri, Koke, Sergio Busquets, akan didampingi winger cepat dalam diri Ferran Torres dan Adama Traore. Di lini belakang, Enrique akan berharap banyak pada Aymeric Laporte, Pau Torres, Eric Garcia dan Cesar Azpilicueta untuk menggantikan peran duet Gerard Pique-Sergio Ramos. Spanyol menjadi satu-satunya tim yang hanya membawa 24 pemain dari kuota 26 pemain. Spanyol berada di Grup E bersama Swedia, Polandia, dan Slovakia. Daftar Pemain Skuad Spanyol di Euro 2020 Kiper: David de Gea (Manchester United), Unai Simón (Athletic), Robert Sánchez (Brighton & Hove Albion). Belakang: José Gayà (Valencia), Jordi Alba (Barcelona), Pau Torres (Villarreal), Aymeric Laporte (Manchester City), Eric García (Manchester City), Diego Llorente (Leeds United), César Azpilicueta (Chelsea). Tengah: Thiago Alcántara (Liverpool), Sergio Busquets (Barcelona), Koke (Atlético), Marcos Llorente (Atlético), Dani Olmo (Leipzig), Rodri (Manchester City), Fabián Ruiz (Napoli), Pablo Sarabia (Paris), Ferran Torres (Manchester City), Adama Traoré (Wolves). Depan: Álvaro Morata (Juventus), Gerard Moreno (Villarreal), Mikel Oyarzabal (Real Sociedad), Pedri (Barcelona).;4
